pref_num,name,2015年,2020年,2025年,2030年,2035年,2040年,2045年,rate,rate2
26100,京都市,1475183,1471750,1451751,1423318,1386600,1343401,1297241,96.5,87.9
26101,北区,119474,117384,113513,109690,105483,100785,96152,91.8,80.5
26102,上京区,85113,84970,83823,82497,80830,78875,76751,96.9,90.2
26103,左京区,168266,168583,166593,164207,160509,155842,150780,97.6,89.6
26104,中京区,109341,113127,115566,116838,116979,116082,114671,106.9,104.9
26105,東山区,39044,37570,36048,34638,33239,31859,30591,88.7,78.4
26106,下京区,82668,85965,88177,89343,89727,89393,88506,108.1,107.1
26107,南区,99927,100433,99789,98668,97104,94965,92496,98.7,92.6
26108,右京区,204262,204334,202590,199586,195605,190950,185678,97.7,90.9
26109,伏見区,280655,277333,270984,262579,252743,241994,230921,93.6,82.3
26110,山科区,135471,134243,131381,127473,122885,118023,112927,94.1,83.4
26111,西京区,150962,147808,143287,137799,131496,124633,117768,91.3,78.0
26201,福知山市,78935,77420,75610,73707,71521,69098,66589,93.4,84.4
26202,舞鶴市,83990,79002,73818,68587,63428,58337,53627,81.7,63.8
26203,綾部市,33821,31648,29439,27271,25119,22974,20933,80.6,61.9
26204,宇治市,184678,178464,170328,160716,150248,139547,129408,87.0,70.1
26205,宮津市,18426,16784,15200,13664,12207,10780,9436,74.2,51.2
26206,亀岡市,89479,86088,81955,77237,71975,66397,60960,86.3,68.1
26207,城陽市,76869,73312,68900,63827,58370,53005,48212,83.0,62.7
26208,向日市,53380,53706,51671,49255,46668,44115,41759,92.3,78.2
26209,長岡京市,80090,79745,78638,76953,74851,72565,70378,96.1,87.9
26210,八幡市,72664,70386,67239,63451,59255,54923,50792,87.3,69.9
26211,京田辺市,70835,73161,74833,75406,75191,74404,73274,106.5,103.4
26212,京丹後市,55054,51132,47218,43421,39649,35890,32255,78.9,58.6
26213,南丹市,33145,31060,28947,26964,24956,22862,20790,81.4,62.7
26214,木津川市,72840,74949,76003,76025,75245,73941,72400,104.4,99.4
26303,大山崎町,15181,15085,14613,14083,13540,13011,12515,92.8,82.4
26322,久御山町,15805,15259,14556,13720,12825,11915,11071,86.8,70.0
26343,井手町,7910,7361,6775,6178,5575,4994,4435,78.1,56.1
26344,宇治田原町,9319,8837,8326,7786,7202,6579,5974,83.5,64.1
26364,笠置町,1368,1179,999,837,697,576,460,61.2,33.6
26365,和束町,3956,3489,3038,2615,2203,1816,1471,66.1,37.2
26366,精華町,36376,36501,36055,35200,34113,32855,31565,96.8,86.8
26367,南山城村,2652,2338,2030,1739,1459,1200,970,65.6,36.6
26407,京丹波町,14453,13121,11827,10611,9439,8294,7209,73.4,49.9
26463,伊根町,2110,1850,1616,1398,1206,1025,864,66.3,40.9
26465,与謝野町,21834,20145,18490,16880,15301,13722,12219,77.3,56.0
27000,大阪府,8839469,8732289,8526202,8262029,7962983,7649229,7335352,93.5,83.0
27100,大阪市,2691185,2689566,2663262,2618759,2559542,2488747,2410820,97.3,89.6
27102,都島区,104727,106092,106801,106991,106365,104876,102839,102.2,98.2
27103,福島区,72484,77017,80598,83122,84603,85186,85112,114.7,117.4
27104,此花区,66656,66998,66762,66253,65490,64413,63096,99.4,94.7
27106,西区,92430,100066,106440,111535,114873,116509,116799,120.7,126.4
27107,港区,82035,78028,73745,69377,64970,60547,56327,84.6,68.7
27108,大正区,65141,61745,57937,53880,49722,45582,41609,82.7,63.9
27109,天王寺区,75729,80562,84162,86479,87508,87442,86595,114.2,114.3
27111,浪速区,69766,74079,76593,78071,78493,78008,76673,111.9,109.9
27113,西淀川区,95490,94019,91776,88956,85928,82839,79912,93.2,83.7
27114,東淀川区,175530,173870,170873,166974,162669,158179,153626,95.1,87.5
27115,東成区,80563,80958,80923,80291,79102,77531,75710,99.7,94.0
27116,生野区,130167,125340,119622,113192,106456,99795,93147,87.0,71.6
27117,旭区,91608,90350,88575,86526,84177,81597,78968,94.5,86.2
27118,城東区,164697,163290,160682,157265,153309,149062,144918,95.5,88.0
27119,阿倍野区,107626,108500,108504,107874,106574,104530,102095,100.2,94.9
27120,住吉区,154239,151593,147896,143960,139821,135425,130828,93.3,84.8
27121,東住吉区,126299,121069,115372,109478,103643,97877,92283,86.7,73.1
27122,西成区,111883,100276,89650,80437,72382,65114,58538,71.9,52.3
27123,淀川区,176201,179163,180809,180724,179256,176860,173757,102.6,98.6
27124,鶴見区,111557,111293,110001,108187,106114,103826,101172,97.0,90.7
27125,住之江区,122988,118371,112897,106807,100260,93399,86628,86.8,70.4
27126,平野区,196633,191146,183128,173978,164986,156482,148336,88.5,75.4
27127,北区,123667,133614,140901,145679,148165,148768,148012,117.8,119.7
27128,中央区,93069,102127,108615,112723,114676,114900,113840,121.1,122.3
27140,堺市,839310,830418,812527,788400,761112,733512,707314,93.9,84.3
27202,岸和田市,194911,188955,181509,173302,164801,156314,147949,88.9,75.9
27203,豊中市,395479,398730,397920,394464,389034,382437,375341,99.7,94.9
27204,池田市,103069,102015,100018,97405,94533,91537,88593,94.5,86.0
27205,吹田市,374468,388610,388050,385213,380214,373448,365925,102.9,97.7
27206,泉大津市,75897,73534,70437,67014,63562,60249,57080,88.3,75.2
27207,高槻市,351829,345745,335985,323781,310281,297147,285153,92.0,81.0
27208,貝塚市,88694,85984,82542,78805,75012,71314,67659,88.9,76.3
27209,守口市,143042,137335,130354,122513,114398,106418,98836,85.6,69.1
27210,枚方市,404152,397406,385623,370074,352169,333405,314755,91.6,77.9
27211,茨木市,280033,283805,284085,281581,277246,271829,265917,100.6,95.0
27212,八尾市,268800,263899,256277,247156,237473,228057,219128,91.9,81.5
27213,泉佐野市,100966,99957,97754,94797,91579,88245,84840,93.9,84.0
27214,富田林市,113984,107717,100614,93204,85634,78021,70713,81.8,62.0
27215,寝屋川市,237518,229745,219332,207363,194336,181198,168335,87.3,70.9
27216,河内長野市,106987,101327,94866,87737,80070,72250,64701,82.0,60.5
27217,松原市,120750,115566,109033,101933,94875,88191,81916,84.4,67.8
27218,大東市,123217,118351,112261,105528,98657,91992,85693,85.6,69.5
27219,和泉市,186109,186251,184227,180803,176575,171767,166540,97.1,89.5
27220,箕面市,133411,136102,136920,136378,134907,132668,130009,102.2,97.4
27221,柏原市,71112,67055,62477,57654,52781,48069,43697,81.1,61.4
27222,羽曳野市,112683,107070,100529,93444,86265,79208,72457,82.9,64.3
27223,門真市,123576,115661,106764,97403,88178,79546,71760,78.8,58.1
27224,摂津市,85007,82645,79773,76533,73193,69999,67024,90.0,78.8
27225,高石市,56529,53464,50128,46727,43329,39994,36807,82.7,65.1
27226,藤井寺市,65438,64102,62072,59599,56900,54183,51562,91.1,78.8
27227,東大阪市,502784,490858,473510,453193,432481,412782,394168,90.1,78.4
27228,泉南市,62438,60106,57180,53923,50589,47317,44169,86.4,70.7
27229,四條畷市,56075,54236,51587,48488,45341,42409,39621,86.5,70.7
27230,交野市,76435,74314,71167,67392,63402,59456,55605,88.2,72.7
27231,大阪狭山市,57792,57069,55728,53945,51831,49577,47344,93.3,81.9
27232,阪南市,54276,51395,48089,44476,40737,37007,33443,81.9,61.6
27301,島本町,29983,29920,28952,27861,26665,25418,24213,92.9,80.8
27321,豊能町,19934,18164,16379,14462,12404,10392,8612,72.5,43.2
27322,能勢町,10256,9111,8065,7104,6148,5188,4295,69.3,41.9
27341,忠岡町,17298,16373,15857,15240,14587,13919,13273,88.1,76.7
27361,熊取町,44435,43381,41789,39803,37603,35351,33135,89.6,74.6
27362,田尻町,8417,8527,8412,8171,7908,7677,7441,97.1,88.4
27366,岬町,15938,14381,12815,11302,9875,8571,7395,70.9,46.4
27381,太子町,13748,13188,12527,11816,11057,10246,9417,85.9,68.5
27382,河南町,16126,15412,14519,13565,12536,11523,10497,84.1,65.1
27383,千早赤阪村,5378,4839,4287,3718,3163,2651,2200,69.1,40.9
28000,兵庫県,5534800,5443224,5306083,5139095,4948778,4742647,4532499,92.9,81.9
28100,神戸市,1537272,1525976,1498059,1458926,1410388,1354561,1295786,94.9,84.3
28101,東灘区,213634,215307,214352,211945,208447,203684,198202,99.2,92.8
28102,灘区,136088,138701,139584,139372,138050,135840,133146,102.4,97.8
28105,兵庫区,106956,106075,104478,102392,99820,96940,94017,95.7,87.9
28106,長田区,97912,94117,89680,84953,80067,75048,70158,86.8,71.7
28107,須磨区,162468,156433,149080,140882,132045,122973,114267,86.7,70.3
28108,垂水区,219474,216653,211872,206044,199435,192511,185457,93.9,84.5
28109,北区,219805,212605,203078,191989,179902,167156,154436,87.3,70.3
28110,中央区,135153,142718,147778,150732,151692,150968,149003,111.5,110.2
28111,西区,245782,243367,238157,230617,220930,209441,197100,93.8,80.2
28201,姫路市,535664,529772,519761,507393,493196,477813,461967,94.7,86.2
28202,尼崎市,452563,444350,433229,420102,405569,390642,376112,92.8,83.1
28203,明石市,293409,292443,288870,283726,277161,269525,261401,96.7,89.1
28204,西宮市,487850,488486,483712,475523,465333,453695,441478,97.5,90.5
28205,洲本市,44258,41169,38109,35181,32253,29244,26369,79.5,59.6
28206,芦屋市,95350,94531,94134,93031,91282,89202,87066,97.6,91.3
28207,伊丹市,196883,195727,192539,187965,182570,176810,170955,95.5,86.8
28208,相生市,30129,28952,27626,26188,24704,23230,21848,86.9,72.5
28209,豊岡市,82250,78760,75024,71116,67076,62783,58371,86.5,71.0
28210,加古川市,267435,265459,261122,255038,247460,239082,230558,95.4,86.2
28212,赤穂市,48567,46326,43792,41081,38260,35331,32452,84.6,66.8
28213,西脇市,40866,38775,36583,34341,32067,29823,27617,84.0,67.6
28214,宝塚市,224903,222090,216908,210206,202609,194439,185968,93.5,82.7
28215,三木市,77178,73238,68738,63874,58763,53610,48558,82.8,62.9
28216,高砂市,91030,87562,83565,79120,74355,69528,64963,86.9,71.4
28217,川西市,156375,154836,151061,146161,140965,136028,131362,93.5,84.0
28218,小野市,48580,47309,45673,43834,41833,39710,37513,90.2,77.2
28219,三田市,112691,110281,107245,103796,99589,94431,88653,92.1,78.7
28220,加西市,44313,42399,40292,38106,35773,33265,30705,86.0,69.3
28221,篠山市,41490,39514,37431,35292,33053,30670,28229,85.1,68.0
28222,養父市,24288,22282,20356,18542,16772,15004,13285,76.3,54.7
28223,丹波市,64660,61510,58269,55032,51618,48117,44596,85.1,69.0
28224,南あわじ市,46912,44024,41011,38052,35072,31996,29005,81.1,61.8
28225,朝来市,30805,28905,27045,25256,23411,21535,19657,82.0,63.8
28226,淡路市,43977,41377,38726,36082,33411,30725,28100,82.0,63.9
28227,宍粟市,37773,34507,31338,28274,25311,22350,19568,74.9,51.8
28228,加東市,40310,40071,39555,38866,38003,36926,35697,96.4,88.6
28229,たつの市,77419,73887,69996,65896,61548,57099,52816,85.1,68.2
28301,猪名川町,30838,29914,28624,27084,25425,23675,21815,87.8,70.7
28365,多可町,21200,19444,17710,16004,14311,12649,11066,75.5,52.2
28381,稲美町,31020,30697,30062,29189,28100,26918,25814,94.1,83.2
28382,播磨町,33739,33544,33030,32302,31419,30479,29555,95.7,87.6
28442,市川町,12300,11305,10316,9330,8365,7396,6478,75.9,52.7
28443,福崎町,19738,20020,20056,19940,19669,19267,18805,101.0,95.3
28446,神河町,11452,10583,9724,8890,8094,7313,6545,77.6,57.2
28464,太子町,33690,33412,32706,31739,30644,29536,28480,94.2,84.5
28481,上郡町,15224,13812,12413,11058,9734,8457,7262,72.6,47.7
28501,佐用町,17510,15875,14313,12817,11380,9984,8620,73.2,49.2
28585,香美町,18070,16412,14803,13282,11813,10423,9077,73.5,50.2
28586,新温泉町,14819,13688,12557,11460,10419,9376,8327,77.3,56.2
29000,奈良県,1364316,1320075,1264574,1202479,1135578,1066267,998076,88.1,73.2
29201,奈良市,360310,352289,341193,327920,312876,296633,280190,91.0,77.8
29202,大和高田市,64817,60451,55818,51101,46367,41675,37131,78.8,57.3
29203,大和郡山市,87050,84332,80788,76711,72243,67626,63011,88.1,72.4
29204,天理市,67398,64969,62072,59040,55828,52425,48998,87.6,72.7
29205,橿原市,124111,121690,118178,113859,109039,103943,98773,91.7,79.6
29206,桜井市,57244,54162,50868,47429,43895,40294,36749,82.9,64.2
29207,五條市,30997,27594,24360,21358,18572,15938,13475,68.9,43.5
29208,御所市,26868,24771,22548,20272,18044,15865,13830,75.5,51.5
29209,生駒市,118233,117138,114500,110719,106254,101594,97098,93.6,82.1
29210,香芝市,77561,78897,79086,78428,77240,75671,73769,101.1,95.1
29211,葛城市,36635,36918,36829,36423,35744,34822,33884,99.4,92.5
29212,宇陀市,31105,28078,25128,22251,19420,16675,14149,71.5,45.5
29322,山添村,3674,3278,2894,2547,2215,1881,1578,69.3,43.0
29342,平群町,18883,17913,16728,15368,13929,12545,11287,81.4,59.8
29343,三郷町,23571,23530,23307,22908,22376,21734,21026,97.2,89.2
29344,斑鳩町,27303,26532,25508,24277,22921,21603,20417,88.9,74.8
29345,安堵町,7443,6982,6490,5967,5417,4853,4304,80.2,57.8
29361,川西町,8485,8220,7714,7166,6591,6024,5502,84.5,64.8
29362,三宅町,6836,6253,5650,5054,4478,3937,3442,73.9,50.4
29363,田原本町,31691,30970,29995,28808,27432,25928,24409,90.9,77.0
29385,曽爾村,1549,1330,1140,975,814,665,528,62.9,34.1
29386,御杖村,1759,1494,1259,1040,859,696,550,59.1,31.3
29401,高取町,7195,6705,6204,5687,5163,4623,4114,79.0,57.2
29402,明日香村,5523,5108,4718,4329,3926,3511,3111,78.4,56.3
29424,上牧町,22054,20084,18150,16236,14335,12486,10739,73.6,48.7
29425,王寺町,23025,23233,22138,21018,19763,18491,17353,91.3,75.4
29426,広陵町,33487,33466,33178,32695,31948,30943,29798,97.6,89.0
29427,河合町,17941,17037,15993,14810,13538,12284,11145,82.5,62.1
29441,吉野町,7399,6311,5336,4463,3677,2966,2337,60.3,31.6
29442,大淀町,18069,16840,15540,14215,12897,11574,10250,78.7,56.7
29443,下市町,5664,4764,3967,3282,2685,2169,1727,57.9,30.5
29444,黒滝村,660,543,456,375,303,235,181,56.8,27.4
29446,天川村,1354,1130,944,793,657,534,419,58.6,30.9
29447,野迫川村,449,358,290,232,190,154,123,51.7,27.4
29449,十津川村,3508,3027,2609,2286,1986,1718,1471,65.2,41.9
29450,下北山村,895,775,670,584,504,439,376,65.3,42.0
29451,上北山村,512,419,341,268,213,163,122,52.3,23.8
29452,川上村,1313,1048,822,646,494,373,270,49.2,20.6
29453,東吉野村,1745,1436,1165,939,745,577,440,53.8,25.2
30000,和歌山県,963579,921152,875553,829087,781816,734325,688031,86.0,71.4
30201,和歌山市,364154,355564,344850,333188,320952,308663,296577,91.5,81.4
30202,海南市,51860,48765,45571,42385,39178,36057,33116,81.7,63.9
30203,橋本市,63621,60483,57068,53457,49624,45617,41620,84.0,65.4
30204,有田市,28470,26320,24131,21970,19854,17794,15855,77.2,55.7
30205,御坊市,24801,23311,21813,20474,19157,17856,16625,82.6,67.0
30206,田辺市,74770,70455,66008,61554,57137,52767,48493,82.3,64.9
30207,新宮市,29331,27150,24960,22785,20643,18562,16580,77.7,56.5
30208,紀の川市,62616,59167,55592,51953,48188,44328,40505,83.0,64.7
30209,岩出市,53452,54072,53971,53471,52670,51535,50143,100.0,93.8
30304,紀美野町,9206,8092,7059,6127,5248,4408,3654,66.6,39.7
30341,かつらぎ町,16992,15670,14355,13102,11873,10669,9554,77.1,56.2
30343,九度山町,4377,3788,3253,2767,2315,1917,1570,63.2,35.9
30344,高野町,3352,2858,2440,2082,1750,1455,1206,62.1,36.0
30361,湯浅町,12200,11136,10116,9128,8175,7235,6372,74.8,52.2
30362,広川町,7224,6731,6228,5703,5173,4644,4120,78.9,57.0
30366,有田川町,26361,25613,24833,24083,23341,22571,21735,91.4,82.5
30381,美浜町,7480,6922,6393,5884,5375,4876,4385,78.7,58.6
30382,日高町,7641,7666,7645,7592,7504,7365,7198,99.4,94.2
30383,由良町,5837,5152,4535,3959,3422,2917,2459,67.8,42.1
30390,印南町,8068,7510,6956,6411,5872,5330,4831,79.5,59.9
30391,みなべ町,12742,11887,11041,10268,9514,8731,7949,80.6,62.4
30392,日高川町,9776,9001,8266,7578,6907,6238,5588,77.5,57.2
30401,白浜町,21533,20388,19198,17973,16716,15436,14183,83.5,65.9
30404,上富田町,14989,14871,14649,14310,13906,13381,12794,95.5,85.4
30406,すさみ町,4127,3618,3146,2729,2351,2006,1689,66.1,40.9
30421,那智勝浦町,15682,14247,12832,11487,10182,8958,7839,73.2,50.0
30422,太地町,3087,2826,2599,2375,2173,1974,1786,76.9,57.9
30424,古座川町,2826,2528,2246,1988,1743,1511,1297,70.3,45.9
30427,北山村,446,390,340,298,265,237,212,66.8,47.5
30428,串本町,16558,14971,13459,12006,10608,9287,8096,72.5,48.9
31000,鳥取県,573441,556367,536747,516255,494893,472156,448529,90.0,78.2
31201,鳥取市,193717,189395,184011,178157,171892,164941,157404,92.0,81.3
31202,米子市,149313,149513,148758,147297,145170,142368,139073,98.6,93.1
31203,倉吉市,49044,47262,45270,43149,41013,38795,36502,88.0,74.4
31204,境港市,34174,32876,31473,30015,28534,27076,25655,87.8,75.1
31302,岩美町,11485,10582,9689,8851,8013,7158,6314,77.1,55.0
31325,若桜町,3269,2837,2452,2104,1801,1523,1266,64.4,38.7
31328,智頭町,7154,6527,5785,5097,4462,3877,3310,71.2,46.3
31329,八頭町,16985,15589,14204,12882,11605,10315,9067,75.8,53.4
31364,三朝町,6490,5965,5431,4936,4483,4024,3582,76.1,55.2
31370,湯梨浜町,16550,16026,15456,14871,14283,13655,13016,89.9,78.6
31371,琴浦町,17416,16260,15083,13956,12831,11722,10662,80.1,61.2
31372,北栄町,14820,14110,13308,12491,11649,10769,9873,84.3,66.6
31384,日吉津村,3439,3499,3537,3560,3564,3549,3510,103.5,102.1
31386,大山町,16470,15438,14362,13326,12271,11216,10201,80.9,61.9
31389,南部町,10950,10319,9664,9033,8389,7750,7129,82.5,65.1
31390,伯耆町,11118,10558,9965,9368,8777,8168,7555,84.3,68.0
31401,日南町,4765,4132,3553,3063,2644,2267,1917,64.3,40.2
31402,日野町,3278,2837,2434,2082,1766,1481,1225,63.5,37.4
31403,江府町,3004,2642,2312,2017,1746,1502,1268,67.1,42.2
32000,島根県,694352,669797,642787,615424,587556,558290,528988,88.6,76.2
32201,松江市,206230,202991,198604,193720,188234,182055,175485,93.9,85.1
32202,浜田市,58105,55098,52030,49002,46003,42997,40140,84.3,69.1
32203,出雲市,171938,171491,170061,168060,165541,162205,158261,97.7,92.0
32204,益田市,47718,45114,42382,39624,36895,34141,31508,83.0,66.0
32205,大田市,35166,32449,29727,27124,24579,22087,19752,77.1,56.2
32206,安来市,39528,37255,34802,32342,29876,27323,24869,81.8,62.9
32207,江津市,24468,22844,21277,19827,18441,17076,15802,81.0,64.6
32209,雲南市,39032,36353,33610,30976,28419,25814,23264,79.4,59.6
32343,奥出雲町,13063,11776,10555,9403,8324,7269,6267,72.0,48.0
32386,飯南町,5031,4561,4089,3647,3267,2898,2542,72.5,50.5
32441,川本町,3442,3148,2807,2500,2213,1952,1726,72.6,50.1
32448,美郷町,4900,4384,3905,3467,3105,2771,2470,70.8,50.4
32449,邑南町,11101,10267,9471,8749,8090,7454,6838,78.8,61.6
32501,津和野町,7653,6843,6091,5404,4783,4206,3690,70.6,48.2
32505,吉賀町,6374,5923,5485,5063,4665,4277,3892,79.4,61.1
32525,海士町,2353,2288,2150,2029,1907,1793,1698,86.2,72.2
32526,西ノ島町,3027,2780,2549,2321,2095,1884,1693,76.7,55.9
32527,知夫村,615,558,503,453,404,356,315,73.7,51.2
32528,隠岐の島町,14608,13674,12689,11713,10715,9732,8776,80.2,60.1
33000,岡山県,1921525,1889729,1846230,1796872,1741517,1681383,1620031,93.5,84.3
33100,岡山市,719474,725465,724801,720053,711174,699058,684564,100.1,95.1
33202,倉敷市,477118,476247,471519,464266,454716,443733,432431,97.3,90.6
33203,津山市,103746,100325,96713,93088,89488,85626,81775,89.7,78.8
33204,玉野市,60736,56793,52639,48430,44156,39975,36137,79.7,59.5
33205,笠岡市,50568,47246,43844,40553,37342,34196,31162,80.2,61.6
33207,井原市,41390,38781,36168,33653,31215,28820,26507,81.3,64.0
33208,総社市,66855,67119,66899,66395,65541,64392,63136,99.3,94.4
33209,高梁市,32075,29378,26764,24300,21989,19796,17670,75.8,55.1
33210,新見市,30658,27633,24686,21995,19522,17136,14868,71.7,48.5
33211,備前市,35179,32353,29478,26681,23964,21396,19021,75.8,54.1
33212,瀬戸内市,36975,35776,34498,33192,31780,30314,28870,89.8,78.1
33213,赤磐市,43214,42531,41584,40509,39308,37985,36740,93.7,85.0
33214,真庭市,46124,43302,40512,37860,35331,32787,30257,82.1,65.6
33215,美作市,27977,25460,23070,20860,18817,16806,14901,74.6,53.3
33216,浅口市,34235,32399,30398,28318,26191,24079,22152,82.7,64.7
33346,和気町,14412,13453,12462,11470,10457,9461,8537,79.6,59.2
33423,早島町,12154,12034,11843,11602,11347,11102,10879,95.5,89.5
33445,里庄町,10929,10902,10788,10649,10447,10201,9942,97.4,91.0
33461,矢掛町,14201,13325,12451,11628,10813,9997,9213,81.9,64.9
33586,新庄村,866,795,736,686,633,596,552,79.2,63.7
33606,鏡野町,12847,12048,11280,10565,9887,9221,8603,82.2,67.0
33622,勝央町,11125,10936,10722,10489,10261,10008,9716,94.3,87.3
33623,奈義町,5906,5484,5097,4736,4390,4041,3688,80.2,62.4
33643,西粟倉村,1472,1379,1290,1209,1142,1066,999,82.1,67.9
33663,久米南町,4907,4469,4043,3666,3335,3009,2715,74.7,55.3
33666,美咲町,14432,13191,11987,10885,9858,8881,7966,75.4,55.2
33681,吉備中央町,11950,10905,9958,9134,8413,7701,7030,76.4,58.8
34000,広島県,2843990,2814088,2758220,2689284,2609116,2520520,2428818,94.6,85.4
34100,広島市,1194034,1207517,1205175,1193985,1175450,1150616,1122112,100.0,94.0
34101,中区,136640,141829,145574,147616,148042,147128,145321,108.0,106.4
34102,東区,120155,119052,117347,115202,112735,109958,106941,95.9,89.0
34103,南区,142728,145672,143143,140206,136856,133086,129074,98.2,90.4
34104,西区,190929,193912,195389,195487,194301,191955,188709,102.4,98.8
34105,安佐南区,242512,249432,252837,253810,253038,250749,247484,104.7,102.1
34106,安佐北区,145018,139982,133729,126562,118698,110399,102394,87.3,70.6
34107,安芸区,79353,79525,78827,77475,75734,73761,71737,97.6,90.4
34108,佐伯区,136699,138113,138329,137627,136046,133580,130452,100.7,95.4
34202,呉市,228552,215683,202037,188180,174528,161648,149865,82.3,65.6
34203,竹原市,26426,24247,22033,19851,17735,15726,13870,75.1,52.5
34204,三原市,96194,91746,86928,81972,76868,71670,66640,85.2,69.3
34205,尾道市,138626,131661,124309,116914,109490,102268,95505,84.3,68.9
34207,福山市,464811,465995,463317,457805,449846,440165,429585,98.5,92.4
34208,府中市,40069,37660,35147,32624,30113,27678,25343,81.4,63.2
34209,三次市,53615,50813,47857,45019,42280,39475,36643,84.0,68.3
34210,庄原市,37000,33978,31048,28392,26023,23740,21571,76.7,58.3
34211,大竹市,27865,26460,24912,23348,21774,20211,18702,83.8,67.1
34212,東広島市,192907,194795,194717,193589,190961,187105,182341,100.4,94.5
34213,廿日市市,114906,115065,114359,113011,111027,108428,105410,98.4,91.7
34214,安芸高田市,29488,27699,25902,24192,22529,20867,19232,82.0,65.2
34215,江田島市,24339,21765,19218,16854,14597,12560,10774,69.2,44.3
34302,府中町,51053,51117,50852,50359,49615,48689,47643,98.6,93.3
34304,海田町,28667,28579,27352,26153,24975,23830,22733,91.2,79.3
34307,熊野町,23755,22649,21247,19685,18112,16705,15507,82.9,65.3
34309,坂町,12747,12798,12741,12603,12426,12221,12029,98.9,94.4
34368,安芸太田町,6472,5712,5024,4405,3837,3318,2844,68.1,43.9
34369,北広島町,18918,17816,16730,15740,14824,13889,12969,83.2,68.6
34431,大崎上島町,7992,7015,6189,5479,4825,4256,3791,68.6,47.4
34462,世羅町,16337,15083,13820,12618,11468,10302,9173,77.2,56.1
34545,神石高原町,9217,8235,7306,6506,5813,5153,4536,70.6,49.2
35000,山口県,1404729,1352379,1292809,1230324,1165692,1099619,1035661,87.6,73.7
35201,下関市,268517,255147,240596,225685,210671,195797,181656,84.0,67.7
35202,宇部市,169429,164812,159120,152861,146242,139258,132461,90.2,78.2
35203,山口市,197422,197193,195302,192535,188803,183929,178452,97.5,90.4
35204,萩市,49560,45302,41113,37064,33216,29527,26119,74.8,52.7
35206,防府市,115942,114781,112823,110430,107590,104465,101202,95.2,87.3
35207,下松市,55812,55897,55406,54468,53213,51788,50419,97.6,90.3
35208,岩国市,136757,129414,121539,113579,105545,97470,89637,83.1,65.5
35210,光市,51369,49186,46634,43906,41055,38264,35636,85.5,69.4
35211,長門市,35439,32406,29355,26363,23429,20555,17888,74.4,50.5
35212,柳井市,32945,30945,28918,26865,24852,22884,21059,81.5,63.9
35213,美祢市,26159,24064,22004,19993,18081,16211,14447,76.4,55.2
35215,周南市,144842,139559,133549,127208,120605,113910,107540,87.8,74.2
35216,山陽小野田市,62671,60305,57586,54733,51823,48860,46021,87.3,73.4
35305,周防大島町,17199,15086,13145,11402,9801,8346,7095,66.3,41.3
35321,和木町,6285,6153,5950,5752,5524,5304,5083,91.5,80.9
35341,上関町,2803,2359,1979,1648,1367,1120,913,58.8,32.6
35343,田布施町,15317,14575,13728,12853,11944,11029,10154,83.9,66.3
35344,平生町,12798,12145,11417,10688,9950,9216,8460,83.5,66.1
35502,阿武町,3463,3050,2645,2291,1981,1686,1419,66.2,41.0
36000,徳島県,755733,723087,687680,651234,613686,574474,535370,86.2,70.8
36201,徳島市,258554,252141,244088,235296,225802,215625,205058,91.0,79.3
36202,鳴門市,59101,56335,53262,50094,46773,43292,39852,84.8,67.4
36203,小松島市,38755,36657,34437,32122,29691,27191,24773,82.9,63.9
36204,阿南市,73019,69672,66093,62355,58484,54467,50622,85.4,69.3
36205,吉野川市,41466,38936,36284,33594,30878,28076,25283,81.0,61.0
36206,阿波市,37202,34805,32347,29910,27507,25011,22588,80.4,60.7
36207,美馬市,30501,28374,26192,24133,22161,20141,18104,79.1,59.4
36208,三好市,26836,23767,20963,18427,16129,13972,11931,68.7,44.5
36301,勝浦町,5301,4802,4317,3854,3424,3002,2607,72.7,49.2
36302,上勝町,1545,1351,1169,1008,869,744,643,65.2,41.6
36321,佐那河内村,2289,2072,1860,1651,1452,1257,1073,72.1,46.9
36341,石井町,25590,24968,24194,23310,22326,21221,20086,91.1,78.5
36342,神山町,5300,4553,3886,3315,2816,2367,1960,62.5,37.0
36368,那賀町,8402,7367,6387,5489,4678,3920,3223,65.3,38.4
36383,牟岐町,4259,3723,3228,2772,2342,1946,1603,65.1,37.6
36387,美波町,7092,6378,5690,5052,4454,3915,3415,71.2,48.2
36388,海陽町,9283,8185,7144,6203,5345,4538,3810,66.8,41.0
36401,松茂町,15204,15025,14869,14568,14177,13702,13147,95.8,86.5
36402,北島町,22446,23022,23335,23403,23288,22980,22565,104.3,100.5
36403,藍住町,34626,35403,35741,35750,35365,34628,33707,103.2,97.3
36404,板野町,13358,12608,11804,10966,10105,9192,8277,82.1,62.0
36405,上板町,12039,11310,10535,9750,8947,8102,7276,81.0,60.4
36468,つるぎ町,8927,7555,6355,5324,4423,3628,2938,59.6,32.9
36489,東みよし町,14638,14078,13500,12888,12250,11557,10829,88.0,74.0
37000,香川県,976263,951400,921343,888509,853054,814677,776478,91.0,79.5
37201,高松市,420748,419145,414544,407952,399466,389215,378118,97.0,89.9
37202,丸亀市,110010,108884,107004,104720,102092,99026,95878,95.2,87.2
37203,坂出市,53164,50500,47635,44771,41827,38850,36121,84.2,67.9
37204,善通寺市,32927,31809,30579,29281,28005,26650,25358,88.9,77.0
37205,観音寺市,59409,56001,52431,48804,45188,41504,37910,82.1,63.8
